1,1,0
2,1,0
3,1,0
4,1,0
5,2,0
6,2,2.86102294921875e-06
7,3,1.0251998901367188e-05
8,3,4.291534423828125e-06
9,4,1.2874603271484375e-05
10,5,1.6927719116210938e-05
11,6,2.6226043701171875e-05
12,7,3.123283386230469e-05
13,9,4.3392181396484375e-05
14,11,6.556510925292969e-05
15,13,8.392333984375e-05
16,16,0.00012254714965820312
17,20,0.0001823902130126953
18,24,0.00024175643920898438
19,29,0.0003409385681152344
20,35,0.0004930496215820312
21,42,0.0009450912475585938
22,51,0.0010366439819335938
23,62,0.0014529228210449219
24,75,0.0022318363189697266
25,91,0.0030753612518310547
26,109,0.0048372745513916016
27,132,0.006785392761230469
28,159,0.008971452713012695
29,193,0.0134429931640625
30,232,0.017119884490966797
31,281,0.023834228515625
32,339,0.030455827713012695
33,409,0.04380297660827637
34,494,0.06371855735778809
35,596,0.09684205055236816
36,719,0.146958589553833
37,868,0.22810721397399902
38,1048,0.28835320472717285
39,1264,0.4184286594390869
40,1526,0.6188774108886719
41,1842,0.9642996788024902
42,2222,1.7316064834594727
43,2682,2.0459752082824707
44,3237,6.319445848464966
45,3906,5.307076692581177
46,4714,17.472071409225464
47,5689,12.857936382293701
48,6866,19.899974822998047
49,8286,30.926140785217285
50,10000,36.52331566810608
